,Title,Authors,Year
2152,Scope stage 1,Schools Council. Project in English for Immigrant Children.,1969
2153,The church and the mentally retarded person,Canadian Council of Churches. Committee on Children's Work.,1966
2154,"Curriculum records of the Children's school, National college of education","National College of Education (Evanston, Ill.). Children's school.",1932
2155,Brooklyn Children's Museum,Brooklyn Institute of Arts and Sciences. Children's Museum.,1950
2156,Programs of the Federal Government affecting children and youth,United States. Interdepartmental Committee on Children and Youth.,1951
2157,Federal programs assisting children and youth,United States. Interdepartmental Committee on Children and Youth.,1968
2158,Assessment of A Child Abuse Curriculum,Ontario. Ministry of Community and Social Services. Children's Services Division.,1979
2159,"Standards and guidelines for the management of child abuse cases under the Child Welfare Act, 1978 by the Children's Aid Societies",Ontario. Ministry of Community and Social Services. Children's Services Division.,1979
2160,Children's services legislation,Ontario. Ministry of Community and Social Services. Children's Services Division.,1978
2161,Adoption of children,Great Britain. Departmental Committee on the Adoption of Children.,1970
2162,When do we eat? What can we do?,"Nashville Area Assn Young Children,
        Wenham,
        Wenham Village Improvement Society",1991
2163,One Candle and Other Folktales from Highlights,Compiled By the Editors of Highlights for Children,1995
2164,Australian children's literature,Children's Literature Conference (2nd 1993 University of Wollongong),1993
2165,NVQ/SVQ Child Care and Education (Cache),Council for Awards in Children's Care and Education,1995
2166,Through folklore to literature,"IBBY Conference on Children's Literature (1978 Sydney, N.S.W.)",1979
2167,A Child's View of School,National Society for the Prevention of Cruelty to Children,1995
2168,Standards for agency management and service delivery,Council on Accreditation of Services for Families and Children.,1992
2169,California test practice,"McGraw-Hill Children's Publishing,
        School Specialty Publishing,
        Vincent Douglas",2003
2170,Windows and words,Canadian Children's Literature Symposium (1999 University of Ottawa),2003
2171,No mundo maravilhoso do futebol,"Patricia Azevedo,
        Julian Germain,
        Murlio Godoy,
        The children of Cascalho",1998
2172,When We Were Young (A Graham Tarrant Book),National Society for the Prevention of Cruelty to Children,1987
2173,The complete book of numbers & counting,"McGraw-Hill Children's Publishing,
        School Specialty Publishing,
        Vincent Douglas",2004
2174,Perinatal statistics,Ireland. Department of Health and Children. Information Management Unit.,1997
2175,What I wish I'd learned in law school,"Debra Ratterman Baker,
        Aba Center on Children and the Law",1997
2176,America's children still at risk,ABA Steering Committee on the Unmet Legal Needs of Children.,2001
2177,Annual report of Alexandra Hospital for Children with Hip Disease and Kettlewell Convalescent Home,"Alexandra Hospital for Children with Hip Disease (London, England)",1938
2178,"Parent-infant intervention, communication disorders",International Conference on Parents and Young Children (1978 Washington University),1979
2179,Securing our future,"Conference on Children, Our Future (1991 Kuala Lumpur, Malaysia)",1993
2180,Programa nacional de acción,"World Summit for Children (1990 New York, N.Y.)",1991
2181,Childhood leukemia,"International Symposium on Children's Cancer (2nd 1989 Tokyo, Japan)",1991
2182,It hurts you inside,"Carolyne Willow,
        Tina Hyder,
        Save the Children Fund (Great Britain)",1998
2183,Trees,"Sandy Price,
        Bridget King,
        Children of the Wildlife Ser,
        Jacaranda",1997
2184,One million children,Commission on Emotional and Learning Disorders in Children.,1970
2185,Selecting materials for children with special needs,"Association for Library Service,
        Children. Library Service to childre",1980
2186,Report to the President,"White House Conference on Children (1970 Washington, D.C.)",1970
2187,The complete poetical works,Robert Burns,1786
2188,Children of Heracles,Euripides,1828
2189,Event-related potentials in children,"Symposium on Event-Related Potentials in Children (1982 Essen, Germany),
        Symposium on Event-Related Potentials in Children,
        Aribert Rothenberger",1982
2190,The Scarlet Letter,"Nathaniel Hawthorne,
        Gert Coleman,
        Yvonne C. Sisko",1850
2191,Dracula,Bram Stoker,1897
2192,Plutarch's Lives,Plutarch,1564
2193,Star Children's Picture Dictionary,"Babita Verma,
        Mrinal Mitra",1992
2194,Connecting Children,Kalwant Bhopal,2000
2195,Children's Storybooks,Lindgren,1990
2196,Listen Children,Dorothy S. Strickland,1982
2197,Children's lore,Leea Virtanen,1978
2198,Children's Delights,Richard Hewitt,2002
2199,Children's Parties,Mary Cadogan,1990
2200,Children's Numbers,Catherine Sophian,1996
2201,Observing Children,Carole Sharman,1995
2202,Paper Children,Mariana Marin,2007
2203,Garvey's children,Tony Sewell,1990
2204,Children's Food,Tim Lobstein,1988
2205,Royal Children,Nicholas Courtney,1982
2206,Children crossing,Verity Bargate,1979
2207,Uprooted Children,Robert Coles,2000
2208,Children's suffrage,L. M. Semashko,2004
2209,Della's Children,Richard Kent Smith,1985
2210,Whose children?,Campaign for the Mentally Handicapped.,1975
2211,Childrens Favorites,Hal Leonard Corp.,1997
2212,Deaf Children,Lynn S. Liben,1978
2213,Hidden Children,Andrew Stein,1995
2214,Monitoring Children,Caroline Gipps,1983
2215,Liberation's Children,Kay S. Hymowitz,2003
2216,Children's Crusade: Op. 82,"Britten, Benjamin",2001
2217,Children's Homes,Dept.of Health,2002
2218,Children's spaces,Mark Dudek,2005
2219,Colla's children,Alanna Knight,1982
2220,Children's progress,Richard Greenough,1968
2221,Maladjusted children,Charles Louis Crawford Burns,1955
2222,Cosmic children,Michael Hathaway,2001
2223,Children's Games,Jessica Davies,1989
2224,Neglected Children,Howard Dubowitz,1999
2225,Today's Children,David Dr Hamburg,1992
2226,Children Communicating,Ellen A. Wartella,1979
2227,Disaffected Children,Education & Employment Committee,1998
2228,Three Children,Rachel Araten,1996
2229,Tansy's Children,Alice Grey,1991
2230,Santiago's Children,Steve Reifenberg,2008
2231,Counselling Children,Jean Campion,1991
2232,Children's Clothes,Clare Rose,1990
2233,Hyperactive children,Daniel J. Safer,1975
2234,Children's costume,Gallery of English Costume.,1959
2235,Everyday Children,Cynthia Rylant,1993
2236,Solomon's children,Glynnis Walker,1986
2237,Special children,Bernard G. Suran,1979
2238,Children (People),Gail Saunders-Smith,1998
2239,Democracy's Children,John McGowan,2002
2240,Failproof children,Ivan W. Fitzwater,1979
2241,Respecting children: social work with young people,Margaret Crompton,1980
2242,Children's Friend,Adelaide Bee Evans,2003
2243,Children's Corner,Arturo Carrera,1989
2244,Children's occupations,"Nash, Maude Cushing Mrs.",1920
2245,Children remembered,Robert Woods,2006
2246,Immunizing children,Richard T. Mayon-White,1997
2247,Forgotten children: The Secret Abuse Scandal in Children's Homes,Christian Wolmar,2000
2248,Village children,Emma Smith,1982
2249,For children.: equipping a home for a growing family.,Claire Rayner,1967
2250,Children's fiction,Nottinghamshire (England). Education Library Service.,1998
2251,Children's crosswords,M. Walford,1995
2252,Babar's Children,Jean de Brunhoff,1992
2253,Battered children,Raymond Leslie Castle,1973
2254,Children's Memory,Stephen J. Ceci,2007
2255,Children & traffic,Road Safety Education Project.,1977
2256,Children's ward,Great Britain. Ministry of Health.,1964
2257,Jubel's children,Lenard Kaufman,1950
2258,Children's gardens,Evelyn Cecil,1903
2259,Clovernook children,Alice Cary,1854
2260,Disadvantaged children,Herbert G. Birch,1970
2261,Bright children,Norma Estelle Cutts,1953
2262,Winter's Children,Michael G. Coney,1974
2263,Children's paperbacks,National Book League.,1971
2264,Empire's children,George McClelland Foster,1948
2265,Children's hearings: notes on Part III of the Social Work (Scotland) Act 1968,Rand McNally,1970
2266,Farm children,Bird T. Baldwin,1930
2267,London's children,Margaret McMillan,1909
2268,Newspaper children,David Finn,1988
2269,Aphasic children,Mildred A. McGinnis,1963
2270,Platkops children,Pauline Smith,1935
2271,Dear children,Marion Taren Nivert,1995
2272,Star Children,Jenny Randles,1994
2273,Children's crusade,"Britten, Benjamin",1970
2274,Children's prayers,"Darr, Vera Campbell Mrs.",1928
2275,America's children,Thomas Edward Jordan,1973
2276,Palladio's children,N. J. Habraken,2005
2277,Hagar's children,Ernest Joselovitz,1974
2278,Accommodating children,Great Britain. Welsh Office. Social Services Inspectorate.,1992
2279,Salvador's Children,Lea Marenn,1992
2280,Children's Mahabharata,Mathuram Bhoothalingam,1979
2281,Children's Ramayana,Mathuram Bhoothalingam,1967
2282,Saturday's children,Maxwell Anderson,1927
2283,Roosevelt's children,Edward Mortimer,1987
2284,Children's fantasy,Francis J. Molson,1989
2285,First children,Katherine Leiner,1995
2286,Children's humor,"Wolfenstein, Martha",1954
2287,Children's dance,"American Association for Health, Physical Education, and Recreation. Task Force on Children's Dance.",1973
2288,Nervous children,Beverley R. Tucker,1916
2289,Backward children,"Holmes, Arthur",1915
2290,Children's libraries,Anne Fleet,1973
2291,Maxa's Children,Johanna Spyri,2005
2292,Gritli's Children,Johanna Spyri,2007
2293,Mandela's Children,Oscar Barbarin,2001
2294,Children Celebrate!,Joan Chapman,1994
2295,Eating children,Jill Tweedie,1993
2296,English children,Sylvia Lynd,1942
2297,Summers Children,Barbara Brooks Morgan,1951
2298,Children's dreams,Charles William Kimmins,1920
2299,CHILDREN'S MARCH,TEACHING TOLERANCE,1995
2300,Adult Children: The Secrets of Dysfunctional Families,Linda D. Friel,1988
2301,Crossover children,Marlene Bireley,1993
2302,Threatened children,Joel Best,1990
2303,Divided children,"Wheeler, Michael",1980
2304,Adult Children: Alcoholic / Dysfunctional Families,aca wso,2006
2305,Any Children?,Bil Keane,1983
2306,Children's speech,Robert Hopper,1973
2307,Minefield Children,Rayan Aran,2000
2308,Herod's children,Ilse Aichinger,1963
2309,Whiskey's Children,J. Erdmann,1997
2310,Bilingual Children,"Saunders, George",1984
2311,Fatherless children,Paul L. Adams,1981
2312,Strange children,Kate Charles,1999
2313,Choosing children,Jonathan Glover,2006
2314,Children's Discourse,Maya Hickmann,2002
2315,Fagin's Children,Jeannie Duckworth,2002
2316,Typhon's Children,Toni Anzetti,1995
2317,Missing Children,Martin L. Forst,1990
2318,Children achieving,"Susan B. Neuman,
        Kathy Roskos",1998
2319,Children's Haggadah =,"Howard Bogot,
        Robert Orkand,
        Robert J. Orkand,
        Devis Grebu",1994
2320,Miracle children,"Duncan Dyason,
        Clive Price",1998
2321,Children's Choices: Teaching With Books Children Like,Nancy Roser,1983
2322,Ataturk's children,"Jonathan Rugman,
        Roger Hutchings",1996
2323,Children's anxiety,Unknown author,2008
2324,Demon Children,Martin Ebon,1978
2325,Testing Children,Caroline Gipps,1983
2326,Children's testimony,"Ray Bull,
        Graham Davies,
        Helen Westcott",2002
